Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
Customer Support,Female,56,Specialist,4,High School,2,5400,50,31,14,8,75,2,77,0,1.13,FALSE
HR,Female,29,Manager,7,High School,3,7800,60,48,14,6,50,16,21,1,2.19,FALSE
Legal,Female,53,Developer,6,High School,3,6500,44,22,6,11,50,13,18,0,3.19,FALSE
HR,Female,37,Specialist,8,High School,3,5850,47,15,7,10,0,8,11,0,3.37,FALSE
Engineering,Female,45,Technician,5,Bachelor,2,4200,44,15,26,12,25,9,95,1,1.51,FALSE
Sales,Female,45,Engineer,2,Master,2,7200,48,15,16,3,50,17,9,2,2.39,FALSE
Operations,Male,30,Manager,8,Bachelor,3,7800,50,33,14,8,50,6,62,0,3.75,FALSE
Sales,Male,45,Developer,3,Bachelor,1,5500,32,47,11,2,100,8,5,2,3.98,FALSE
Legal,Male,38,Technician,1,Master,4,4900,31,7,28,0,50,5,35,0,3.13,FALSE
Engineering,Female,44,Specialist,8,Bachelor,5,6750,41,10,2,8,75,6,19,0,1.51,TRUE
Finance,Male,22,Specialist,4,Bachelor,2,5400,51,3,16,0,25,4,4,0,1.92,FALSE
Customer Support,Female,49,Analyst,2,High School,5,6000,46,49,17,7,0,13,40,2,4.3,FALSE
Customer Support,Female,44,Developer,1,Bachelor,5,7500,36,8,10,1,25,19,65,1,4.58,FALSE
Sales,Male,24,Specialist,3,Bachelor,3,5850,54,14,14,9,75,14,70,2,3.44,FALSE
Legal,Male,28,Manager,4,Bachelor,5,9000,38,35,4,0,50,10,68,1,2.14,FALSE
Legal,Female,53,Analyst,7,Bachelor,3,5200,30,44,4,13,0,11,74,1,3.12,FALSE
IT,Female,50,Specialist,1,High School,1,4950,49,22,11,10,75,14,45,1,1.83,TRUE
Marketing,Female,54,Consultant,6,High School,2,6600,59,22,8,7,0,14,14,2,1.8,FALSE
IT,Male,23,Specialist,6,Bachelor,5,6750,40,37,21,9,75,2,30,2,3.54,FALSE
Customer Support,Male,27,Developer,1,High School,5,7500,54,33,13,8,100,8,59,2,4.54,FALSE
Operations,Female,33,Technician,1,Bachelor,1,3850,56,8,10,0,75,8,12,2,3.85,FALSE
Marketing,Male,57,Technician,3,High School,1,3850,49,38,28,9,100,3,77,2,2.62,FALSE
Sales,Male,37,Specialist,9,Master,5,6750,42,36,0,7,100,1,4,1,2.87,FALSE
Customer Support,Male,28,Engineer,7,Bachelor,5,9000,32,33,9,2,25,11,19,1,4.28,FALSE
Customer Support,Male,43,Consultant,3,High School,4,7700,35,32,18,13,100,14,48,1,2.16,TRUE
Marketing,Male,23,Engineer,0,Bachelor,1,6600,31,44,2,9,100,17,58,1,4.66,FALSE
Operations,Female,52,Technician,8,Bachelor,1,3850,57,8,27,3,100,19,26,1,4.76,FALSE
Customer Support,Male,53,Developer,6,Bachelor,2,6000,39,28,11,1,75,2,79,1,2.53,FALSE
Finance,Male,39,Technician,9,Bachelor,5,5250,31,30,20,8,25,19,61,0,4.09,TRUE
Marketing,Female,48,Engineer,6,High School,4,8400,38,41,8,8,25,15,39,2,2.01,TRUE
Legal,Male,27,Manager,0,Master,1,6600,60,41,22,4,100,15,6,1,4.48,TRUE
Finance,Male,47,Specialist,7,Bachelor,3,5850,30,2,20,0,50,18,29,2,4.81,FALSE
Sales,Male,41,Technician,5,High School,5,5250,38,7,7,10,25,12,60,0,3.37,FALSE
IT,Female,46,Consultant,3,Bachelor,5,8250,51,4,6,0,50,14,98,0,2.8,FALSE
Legal,Female,43,Manager,4,High School,3,7800,46,20,29,14,100,13,14,1,4.53,FALSE
Finance,Male,26,Analyst,2,Bachelor,2,4800,57,10,8,3,100,4,42,0,1.59,FALSE
Legal,Male,31,Engineer,5,Master,3,7800,36,17,28,8,50,3,72,1,2.54,TRUE
Finance,Other,26,Manager,3,Master,2,7200,36,0,15,7,100,11,91,2,3.58,FALSE
Sales,Male,44,Developer,2,High School,5,7500,46,25,9,1,100,9,46,0,3.83,FALSE
Legal,Female,42,Consultant,0,High School,3,7150,37,16,9,11,100,17,70,1,2.95,FALSE
Sales,Other,53,Developer,6,PhD,3,6500,34,42,13,8,25,2,8,1,2.05,FALSE
Legal,Other,47,Engineer,3,Bachelor,4,8400,32,49,23,3,50,6,34,2,2.32,FALSE
Operations,Male,48,Developer,0,Bachelor,1,5500,32,11,6,9,100,6,1,1,1.03,FALSE
Engineering,Female,24,Technician,1,Bachelor,4,4900,51,35,20,2,100,11,29,2,4.86,FALSE
Operations,Female,57,Analyst,5,Bachelor,3,5200,56,46,2,7,100,5,80,1,2.58,FALSE
Finance,Female,23,Consultant,7,Bachelor,2,6600,31,14,7,1,50,5,38,1,3.8,FALSE
Marketing,Female,33,Specialist,1,Bachelor,1,4950,31,41,29,1,75,9,61,0,2.39,FALSE
Sales,Male,29,Specialist,1,Bachelor,1,4950,38,8,16,10,25,5,47,0,3.02,TRUE
Operations,Male,38,Engineer,3,Bachelor,2,7200,37,42,5,12,100,2,93,1,3.97,FALSE
Customer Support,Female,44,Specialist,2,Bachelor,4,6300,42,6,11,0,75,7,26,2,1.95,FALSE
IT,Female,46,Consultant,5,Bachelor,2,6600,55,20,6,2,75,8,94,1,4.74,FALSE
Legal,Male,27,Manager,6,High School,2,7200,60,39,25,4,75,8,16,1,4.75,TRUE
IT,Male,46,Analyst,9,Bachelor,1,4400,46,4,9,1,25,2,44,0,4.66,FALSE
Legal,Female,36,Consultant,3,Bachelor,3,7150,37,21,4,13,50,12,4,0,3.75,FALSE
Finance,Female,41,Manager,2,PhD,3,7800,45,42,8,13,0,2,96,0,3.44,FALSE
Finance,Male,43,Consultant,2,PhD,5,8250,32,14,16,3,50,5,4,2,3.68,FALSE
IT,Female,26,Engineer,5,Bachelor,2,7200,57,22,6,12,50,16,47,0,3.46,TRUE
IT,Female,25,Engineer,9,Bachelor,3,7800,47,19,15,4,50,7,69,1,2.34,FALSE
HR,Male,44,Consultant,6,High School,1,6050,51,13,1,6,0,5,71,1,1.15,FALSE
Marketing,Female,29,Specialist,7,Master,1,4950,31,43,9,10,75,18,8,0,2.77,FALSE
Sales,Female,58,Specialist,3,PhD,2,5400,58,45,14,3,0,14,94,0,1.1,FALSE
Customer Support,Female,26,Developer,3,High School,2,6000,42,24,15,13,25,8,67,1,3.48,FALSE
Marketing,Female,45,Developer,3,High School,4,7000,50,20,13,6,100,1,17,1,1.57,FALSE
IT,Female,53,Manager,1,Bachelor,3,7800,42,1,10,4,100,2,70,1,3.18,FALSE
IT,Female,37,Engineer,6,High School,4,8400,43,17,9,11,0,2,78,0,3.82,FALSE
IT,Female,60,Analyst,4,Master,3,5200,57,9,21,13,0,1,45,1,2.39,FALSE
Engineering,Male,53,Engineer,4,Bachelor,2,7200,46,14,5,12,75,3,74,0,2.44,TRUE
Operations,Male,40,Technician,6,Bachelor,2,4200,45,7,0,3,25,14,12,0,1.84,FALSE
Sales,Female,43,Specialist,0,Bachelor,3,5850,37,9,16,14,75,7,9,0,1.16,FALSE
Finance,Female,52,Manager,9,Bachelor,1,6600,40,44,6,4,0,11,45,0,4.87,FALSE
Sales,Female,52,Engineer,9,Bachelor,3,7800,31,27,29,13,0,15,51,2,2.94,TRUE
HR,Male,45,Developer,6,Master,5,7500,60,25,13,8,50,5,90,0,3.08,FALSE
Finance,Female,54,Developer,3,Bachelor,1,5500,48,36,15,12,50,9,95,0,4.89,FALSE
Engineering,Male,33,Engineer,7,High School,1,6600,48,24,25,5,25,8,13,0,3.83,FALSE
Engineering,Female,56,Analyst,5,Master,3,5200,47,16,11,7,75,14,18,0,4.71,FALSE
Marketing,Female,28,Developer,4,Bachelor,1,5500,57,4,3,5,100,7,99,0,4.8,FALSE
Customer Support,Female,56,Specialist,8,Bachelor,1,4950,54,22,6,0,75,1,58,1,2.64,FALSE
Marketing,Male,30,Consultant,2,Bachelor,1,6050,60,45,2,12,75,13,79,1,2.25,FALSE
Marketing,Female,48,Developer,6,High School,3,6500,37,9,7,13,25,17,42,0,3.29,FALSE
Sales,Other,51,Technician,7,High School,3,4550,44,2,27,6,25,7,97,2,2.06,FALSE
Operations,Female,31,Developer,4,Bachelor,1,5500,53,33,16,8,0,1,59,1,3.67,FALSE
Legal,Male,47,Specialist,1,Master,5,6750,33,49,9,12,0,19,88,2,3.07,FALSE
Finance,Male,39,Analyst,5,Master,2,4800,50,13,11,2,0,12,66,2,4.26,FALSE
Operations,Female,35,Developer,0,Bachelor,5,7500,30,15,6,11,0,7,87,1,2.12,TRUE
Engineering,Female,24,Consultant,7,Master,5,8250,52,45,1,7,100,2,2,1,1.24,FALSE
Operations,Female,55,Technician,4,Master,1,3850,50,49,16,10,75,17,88,1,1.74,FALSE
Operations,Female,30,Engineer,5,Bachelor,3,7800,45,40,15,9,25,19,88,1,4.09,FALSE
IT,Female,37,Specialist,7,High School,2,5400,50,47,25,7,25,2,29,1,4.09,FALSE
HR,Male,29,Manager,5,Bachelor,3,7800,37,28,16,1,75,1,97,1,2.64,FALSE
Engineering,Female,24,Developer,2,Bachelor,1,5500,33,12,19,10,25,2,84,0,2.41,FALSE
HR,Male,42,Engineer,1,Master,5,9000,33,15,0,0,100,15,47,0,4.98,FALSE
IT,Male,53,Engineer,5,High School,5,9000,57,21,12,6,100,17,97,0,3.66,FALSE
Sales,Female,50,Specialist,7,Master,2,5400,55,38,6,14,100,11,59,1,1.3,FALSE
HR,Other,55,Specialist,9,High School,5,6750,51,16,5,9,50,18,45,0,2.4,FALSE
Customer Support,Male,45,Analyst,1,Bachelor,1,4400,35,18,13,12,75,13,40,0,3.33,FALSE
Sales,Male,60,Developer,9,Bachelor,3,6500,41,35,11,1,25,17,20,0,4.43,FALSE
Legal,Male,36,Engineer,9,High School,3,7800,41,41,8,2,100,16,3,2,1.96,FALSE
Sales,Female,25,Specialist,4,Bachelor,5,6750,35,9,10,9,75,7,82,2,2.23,FALSE
Finance,Female,44,Specialist,7,Bachelor,1,4950,45,39,17,14,75,1,55,1,3.32,FALSE
Engineering,Female,36,Analyst,3,High School,4,5600,59,44,14,14,75,17,91,1,4.02,FALSE
Legal,Male,53,Manager,8,High School,5,9000,59,39,10,13,0,15,35,1,2.42,FALSE
HR,Male,58,Analyst,4,Master,3,5200,57,12,16,3,0,11,17,0,3.28,FALSE
Legal,Male,54,Analyst,9,Bachelor,2,4800,51,16,2,1,100,19,6,2,1.54,FALSE
Legal,Male,57,Specialist,1,Master,4,6300,32,24,24,14,100,3,43,0,4.14,FALSE
Legal,Male,55,Manager,0,High School,1,6600,30,30,21,4,100,13,73,1,4.83,FALSE
Customer Support,Male,29,Technician,3,Bachelor,1,3850,52,10,10,1,50,8,98,1,2.46,FALSE
Engineering,Male,43,Manager,7,High School,4,8400,39,1,13,8,50,2,41,0,1.04,FALSE
Customer Support,Female,44,Engineer,1,Bachelor,5,9000,38,9,14,0,0,6,56,2,3.37,FALSE
HR,Female,23,Consultant,6,Bachelor,5,8250,49,15,3,10,0,1,91,1,3.88,FALSE
Marketing,Male,38,Consultant,8,Bachelor,4,7700,46,25,19,10,25,4,52,0,2.27,FALSE
Marketing,Female,56,Consultant,6,Bachelor,4,7700,42,33,14,11,0,11,8,2,3.54,FALSE
Legal,Female,24,Manager,2,Master,3,7800,41,25,15,3,25,12,98,1,2.49,FALSE
Legal,Female,41,Specialist,7,Bachelor,2,5400,41,4,28,4,50,6,43,1,3.24,FALSE
Finance,Male,42,Manager,4,Master,1,6600,39,29,13,0,25,11,56,1,4.24,FALSE
Sales,Female,48,Manager,6,Bachelor,3,7800,60,23,18,8,75,14,34,2,3.23,FALSE
IT,Female,29,Engineer,1,High School,4,8400,60,42,10,5,50,16,17,1,2,FALSE
Sales,Female,56,Engineer,8,High School,5,9000,37,31,4,8,75,10,71,0,3.82,FALSE
IT,Female,44,Technician,7,High School,3,4550,35,37,27,14,25,8,34,2,3.84,FALSE
HR,Female,36,Analyst,2,Bachelor,3,5200,46,5,2,10,25,12,0,0,3.41,TRUE
HR,Male,43,Specialist,6,Bachelor,3,5850,30,9,24,14,100,6,13,0,3.22,FALSE
HR,Male,49,Manager,1,High School,3,7800,33,26,24,13,75,10,72,1,1.56,FALSE
Customer Support,Female,54,Developer,4,Master,3,6500,31,18,14,4,25,13,81,0,2.45,FALSE
IT,Female,43,Developer,4,High School,4,7000,31,12,25,1,75,17,21,1,1.59,TRUE
HR,Female,29,Developer,5,High School,1,5500,47,15,29,5,50,3,78,2,1,FALSE
Operations,Male,46,Technician,9,High School,5,5250,33,3,23,12,25,14,41,0,3.02,TRUE
HR,Male,46,Consultant,2,High School,2,6600,31,19,26,1,100,16,22,1,2.34,FALSE
Customer Support,Male,52,Technician,8,High School,5,5250,46,7,27,13,100,2,46,2,3.21,FALSE
Marketing,Female,54,Consultant,9,Bachelor,2,6600,31,17,14,1,25,7,93,0,4.74,FALSE
Operations,Female,40,Technician,6,Bachelor,5,5250,40,8,7,11,25,10,44,1,4.86,FALSE
HR,Male,32,Analyst,9,PhD,3,5200,58,42,19,3,0,10,57,1,3.68,FALSE
Finance,Male,26,Technician,1,High School,4,4900,51,37,28,12,50,3,91,2,1.19,FALSE
Sales,Male,27,Consultant,2,Master,5,8250,41,9,20,8,25,17,65,1,1.21,FALSE
Operations,Female,50,Consultant,9,Bachelor,3,7150,33,47,16,2,0,9,9,0,3.59,FALSE
Legal,Male,43,Specialist,2,High School,3,5850,46,7,14,12,75,19,0,1,4.92,FALSE
Finance,Male,35,Developer,0,Bachelor,1,5500,40,31,8,8,50,14,58,1,3.73,FALSE
Engineering,Female,24,Engineer,2,Bachelor,3,7800,52,45,25,2,75,13,70,1,1.37,FALSE
Engineering,Female,47,Developer,7,Bachelor,1,5500,56,6,29,11,50,19,50,1,1.13,FALSE
Finance,Male,57,Consultant,3,Bachelor,1,6050,37,21,3,12,50,19,2,1,2.8,FALSE
Engineering,Male,44,Specialist,4,Bachelor,5,6750,43,13,21,12,0,5,40,1,4.29,FALSE
Legal,Female,28,Consultant,2,Bachelor,4,7700,59,19,1,13,0,9,4,0,4.46,FALSE
IT,Female,51,Developer,5,High School,5,7500,41,35,1,14,0,11,62,0,4.49,TRUE
IT,Male,32,Analyst,3,High School,2,4800,36,36,21,10,50,1,47,0,1.59,FALSE
IT,Female,55,Specialist,9,Bachelor,2,5400,38,46,10,3,75,7,7,1,2.41,FALSE
Finance,Male,52,Technician,3,Bachelor,1,3850,49,49,21,13,25,4,23,1,3,FALSE
IT,Female,48,Manager,8,Bachelor,5,9000,43,4,15,11,50,5,86,1,1.68,FALSE
Sales,Male,27,Specialist,3,Bachelor,2,5400,30,7,14,12,100,13,91,2,1.7,FALSE
Customer Support,Male,29,Specialist,5,Master,3,5850,31,10,21,0,25,8,43,0,4.91,TRUE
HR,Other,26,Consultant,8,Bachelor,2,6600,32,33,25,6,100,14,48,0,1.28,FALSE
IT,Female,24,Engineer,0,Bachelor,5,9000,42,42,26,3,0,1,93,1,3.73,FALSE
Marketing,Male,40,Analyst,5,Bachelor,3,5200,44,2,14,11,75,8,70,1,4.24,FALSE
Sales,Male,22,Developer,5,High School,3,6500,44,37,13,11,0,2,59,0,1.61,FALSE
IT,Female,24,Manager,9,Bachelor,2,7200,40,8,22,14,25,5,48,2,3.61,FALSE
IT,Female,23,Consultant,8,Master,4,7700,33,47,20,6,50,4,2,1,4.27,TRUE
Operations,Female,47,Manager,1,High School,1,6600,38,12,14,0,75,9,74,0,3.43,FALSE
Marketing,Male,22,Consultant,2,Bachelor,2,6600,31,25,5,1,50,19,62,0,3.94,FALSE
Sales,Male,60,Technician,5,Bachelor,4,4900,48,0,3,2,100,5,13,2,1.44,FALSE
IT,Female,24,Specialist,5,Bachelor,5,6750,44,48,25,2,50,4,92,0,2.6,FALSE
Customer Support,Male,46,Consultant,9,Master,2,6600,35,7,6,14,25,14,70,1,3.94,FALSE
Customer Support,Male,35,Manager,3,Bachelor,4,8400,55,23,19,12,0,17,3,1,2.94,FALSE
Marketing,Male,34,Specialist,5,Master,4,6300,48,36,21,11,0,10,26,1,3.18,FALSE
IT,Male,42,Manager,8,High School,5,9000,32,15,21,7,75,9,90,2,1.83,FALSE
HR,Male,57,Manager,3,Bachelor,5,9000,60,16,23,5,100,13,99,0,1.43,FALSE
HR,Female,25,Developer,1,High School,3,6500,44,10,2,3,50,7,67,1,4.6,FALSE
IT,Male,43,Developer,4,Master,5,7500,58,43,5,14,25,9,59,0,2.81,FALSE
Sales,Male,57,Manager,0,Bachelor,5,9000,35,37,2,14,0,3,77,2,1.27,FALSE
Marketing,Male,56,Consultant,3,High School,2,6600,31,34,25,1,25,8,45,1,3.19,FALSE
Operations,Female,24,Engineer,6,Master,1,6600,49,24,27,7,100,13,98,2,3.98,FALSE
Legal,Male,44,Specialist,1,PhD,3,5850,41,27,26,4,100,12,24,2,1.92,FALSE
Sales,Female,23,Manager,9,Bachelor,4,8400,40,30,11,12,25,10,8,0,1.83,TRUE
HR,Male,23,Engineer,6,High School,3,7800,58,12,28,5,25,6,78,2,2.46,FALSE
Sales,Male,38,Consultant,0,Bachelor,2,6600,31,18,13,4,75,9,93,1,2.32,FALSE
Customer Support,Male,40,Manager,6,Bachelor,1,6600,33,45,1,10,50,8,54,2,4.54,FALSE
Legal,Female,24,Analyst,3,High School,1,4400,48,20,29,2,25,11,82,2,4.09,FALSE
Engineering,Male,42,Engineer,3,High School,4,8400,46,32,25,2,50,14,67,1,2.81,FALSE
IT,Male,41,Manager,6,High School,5,9000,58,24,6,11,25,14,46,0,4.42,FALSE
Legal,Male,58,Developer,8,High School,3,6500,55,28,21,2,75,9,10,0,3.44,TRUE
Operations,Male,25,Technician,8,High School,3,4550,30,40,16,12,75,1,21,1,3.71,FALSE
Legal,Male,48,Engineer,0,Bachelor,1,6600,48,25,28,4,50,18,3,2,2.87,FALSE
Marketing,Male,60,Engineer,2,High School,3,7800,51,12,18,10,50,10,7,0,3.97,FALSE
Marketing,Male,25,Specialist,3,Bachelor,2,5400,44,0,12,12,50,19,28,1,2.28,FALSE
Finance,Female,22,Manager,7,Bachelor,2,7200,55,32,18,2,100,8,0,2,3.66,FALSE
HR,Female,41,Technician,9,Bachelor,4,4900,32,37,21,5,25,17,69,1,2.15,FALSE
IT,Female,50,Consultant,1,PhD,1,6050,59,26,21,1,0,14,45,1,1.05,FALSE
Legal,Female,46,Manager,7,Bachelor,4,8400,42,7,29,13,75,15,17,1,3.21,FALSE
Engineering,Male,27,Engineer,1,Bachelor,5,9000,43,49,0,6,75,15,75,2,4.5,FALSE
IT,Male,53,Developer,1,High School,4,7000,53,16,1,10,25,7,13,2,4.29,FALSE
Operations,Female,28,Consultant,3,Bachelor,5,8250,40,24,20,12,100,7,69,0,2.01,FALSE
Sales,Female,28,Manager,1,PhD,1,6600,57,34,22,14,75,15,78,1,4.34,FALSE
Customer Support,Female,32,Engineer,3,High School,5,9000,38,17,26,10,25,18,97,2,1.53,FALSE
Marketing,Female,30,Specialist,9,Master,2,5400,51,29,22,13,75,7,83,1,2.82,FALSE
Customer Support,Female,37,Specialist,6,Master,3,5850,35,44,7,0,100,1,87,0,2.27,FALSE
Finance,Male,22,Engineer,9,Bachelor,4,8400,45,37,21,4,100,6,16,2,4.49,FALSE
Customer Support,Male,23,Engineer,3,Bachelor,5,9000,34,9,3,1,100,5,13,0,4.79,FALSE
Marketing,Male,57,Manager,8,Bachelor,4,8400,55,20,0,10,25,5,48,0,2.65,FALSE
Customer Support,Female,57,Consultant,7,Master,2,6600,58,46,27,13,25,18,75,1,1.84,FALSE
Engineering,Male,32,Consultant,3,Bachelor,5,8250,53,22,15,0,75,3,34,1,3.33,TRUE
IT,Other,22,Developer,8,Master,2,6000,43,2,6,6,25,15,64,1,2.02,FALSE
Customer Support,Female,35,Engineer,3,Bachelor,1,6600,36,30,4,11,0,4,54,0,1.89,FALSE
Marketing,Female,25,Consultant,0,Bachelor,4,7700,41,27,24,0,50,14,83,2,1.99,TRUE
Operations,Male,55,Technician,6,Bachelor,4,4900,53,11,12,13,100,17,88,2,4.27,FALSE
Legal,Female,27,Analyst,0,PhD,5,6000,32,18,18,5,50,16,76,1,4.2,FALSE
Legal,Female,33,Consultant,7,High School,3,7150,50,20,14,6,0,7,12,2,1.15,FALSE
Marketing,Female,24,Manager,4,High School,2,7200,54,2,19,1,25,17,24,1,3.4,FALSE
Marketing,Male,47,Consultant,9,Bachelor,3,7150,40,26,12,1,0,11,36,1,4.84,FALSE
IT,Female,45,Engineer,0,Master,5,9000,57,25,20,10,0,15,59,1,1.73,FALSE
Operations,Female,44,Consultant,3,Bachelor,3,7150,30,38,9,5,75,1,95,1,4.67,FALSE
Sales,Female,53,Developer,3,High School,3,6500,37,9,4,8,100,12,45,1,1.53,FALSE
Operations,Female,31,Engineer,9,High School,5,9000,36,8,18,2,75,7,59,0,4.84,FALSE
Finance,Female,31,Developer,0,PhD,2,6000,31,13,23,0,25,4,0,1,4.87,FALSE
IT,Female,31,Analyst,3,Bachelor,3,5200,33,23,1,3,100,11,40,2,4.89,FALSE
Sales,Male,44,Technician,5,Master,2,4200,41,19,1,2,50,5,53,0,2.84,FALSE
Operations,Female,33,Manager,1,Bachelor,3,7800,52,33,4,4,50,4,30,2,1.4,FALSE
Engineering,Male,55,Manager,5,PhD,5,9000,37,11,13,2,50,17,15,1,2.07,FALSE
Customer Support,Male,39,Technician,1,Bachelor,1,3850,49,16,5,10,75,18,51,2,3.03,FALSE
Sales,Male,23,Specialist,0,High School,1,4950,32,12,14,1,75,5,0,0,1.32,FALSE
HR,Male,27,Developer,9,High School,5,7500,36,21,13,3,0,15,20,1,2.5,FALSE
Finance,Male,41,Engineer,7,High School,5,9000,52,15,7,14,100,7,4,1,2.62,TRUE
Marketing,Male,33,Technician,9,Bachelor,4,4900,59,13,17,11,50,16,50,0,4.15,FALSE
Operations,Male,26,Engineer,2,High School,1,6600,40,21,6,5,0,10,2,0,3.05,FALSE
Operations,Female,22,Consultant,6,PhD,1,6050,58,7,6,0,100,2,81,0,4.15,FALSE
Sales,Female,45,Specialist,8,PhD,1,4950,34,11,17,13,25,10,28,2,4.83,FALSE
Operations,Female,42,Analyst,6,PhD,4,5600,54,5,4,8,75,4,22,1,4.4,FALSE
Engineering,Male,27,Developer,8,Bachelor,1,5500,30,46,13,1,50,9,42,1,2.03,FALSE
HR,Female,48,Specialist,9,High School,4,6300,44,18,8,0,75,9,61,1,2.01,FALSE
Sales,Male,57,Specialist,8,High School,1,4950,38,29,29,7,100,15,24,2,4.45,FALSE
Operations,Female,36,Consultant,2,Bachelor,3,7150,34,25,7,14,75,8,88,2,4.18,FALSE
Finance,Female,51,Specialist,6,Bachelor,4,6300,56,10,20,9,25,9,57,0,2.37,FALSE
Finance,Male,39,Analyst,0,High School,2,4800,45,11,28,0,75,1,32,1,3.14,FALSE
Operations,Female,50,Technician,7,Bachelor,5,5250,38,28,8,9,25,7,31,2,2.55,FALSE
Sales,Female,24,Consultant,0,Bachelor,5,8250,43,21,18,1,100,14,88,2,2.13,TRUE
Customer Support,Other,31,Developer,5,Bachelor,1,5500,36,35,2,5,25,9,83,0,1.02,FALSE
Operations,Male,47,Analyst,7,Bachelor,3,5200,50,12,9,10,0,7,20,2,2.26,FALSE
Legal,Male,51,Developer,8,High School,4,7000,41,2,4,13,100,4,69,0,4.03,FALSE
Legal,Male,42,Specialist,4,Bachelor,1,4950,53,35,28,7,75,13,71,0,1.15,FALSE
Operations,Female,23,Manager,4,High School,3,7800,40,21,1,3,75,3,67,1,2.55,FALSE
Marketing,Male,30,Developer,4,Bachelor,5,7500,30,28,14,1,75,9,25,0,2.11,FALSE
IT,Male,30,Consultant,9,Bachelor,1,6050,49,39,23,2,50,13,1,0,3.29,FALSE
Sales,Male,59,Manager,3,High School,3,7800,60,13,2,10,25,5,72,0,4.99,FALSE
Finance,Male,37,Technician,2,Bachelor,1,3850,49,35,9,3,75,2,21,2,4.83,FALSE
Operations,Male,39,Analyst,7,Bachelor,3,5200,58,35,14,2,100,6,76,1,3.45,FALSE
Legal,Male,52,Developer,9,High School,4,7000,45,9,4,10,50,6,70,2,1.57,FALSE
Finance,Male,58,Developer,4,Bachelor,1,5500,34,40,2,3,25,19,39,2,1.65,FALSE
Engineering,Male,42,Analyst,8,Bachelor,3,5200,49,31,28,6,75,15,66,0,4.28,FALSE
Legal,Male,53,Analyst,8,Bachelor,1,4400,37,49,29,13,0,18,93,0,4.99,FALSE
Engineering,Female,26,Consultant,9,Bachelor,1,6050,45,29,17,12,75,7,26,1,4.49,FALSE
Sales,Male,27,Specialist,8,Bachelor,3,5850,49,40,27,4,0,3,34,1,2.22,FALSE
Customer Support,Female,51,Engineer,7,Bachelor,3,7800,56,28,26,2,0,11,7,0,2.8,FALSE
Engineering,Female,55,Manager,3,Bachelor,4,8400,40,12,14,7,75,3,85,1,2.42,FALSE
Marketing,Other,50,Developer,5,High School,4,7000,47,47,29,7,50,5,50,0,4.1,FALSE
Legal,Female,34,Consultant,6,Master,5,8250,54,23,9,7,0,16,96,0,2.17,FALSE
Finance,Male,31,Developer,0,High School,1,5500,43,46,26,9,75,18,39,0,3.51,FALSE
Finance,Male,39,Developer,6,PhD,5,7500,41,11,6,5,75,7,8,2,2.71,TRUE
HR,Male,27,Manager,1,Bachelor,3,7800,59,10,11,14,0,12,13,2,3.23,FALSE
IT,Female,28,Technician,1,Bachelor,5,5250,55,7,17,5,25,2,63,0,1.25,FALSE
Customer Support,Female,50,Engineer,7,High School,1,6600,54,33,3,0,25,8,41,0,2.78,FALSE
Marketing,Female,44,Engineer,6,High School,5,9000,31,45,2,3,0,19,22,2,1.53,FALSE
IT,Female,54,Technician,1,High School,1,3850,33,4,28,10,25,10,97,2,4.2,FALSE
Marketing,Male,34,Manager,2,Bachelor,4,8400,32,38,24,5,25,19,12,0,3.88,FALSE
Operations,Male,34,Engineer,6,High School,3,7800,57,43,5,12,100,8,85,0,4.74,FALSE
Sales,Other,44,Analyst,8,High School,5,6000,54,18,16,6,100,4,92,1,2.77,FALSE
IT,Male,37,Consultant,8,Bachelor,1,6050,39,35,1,12,75,13,68,0,4.46,FALSE
IT,Female,29,Analyst,7,Master,4,5600,36,29,1,6,25,2,42,0,3.59,FALSE
Legal,Male,24,Developer,9,Bachelor,5,7500,32,23,1,13,25,1,67,1,1.28,FALSE
HR,Male,38,Analyst,3,Bachelor,4,5600,57,11,29,3,75,4,31,2,2.06,FALSE
HR,Male,39,Engineer,4,Master,3,7800,40,30,27,8,75,14,95,1,4.89,FALSE
Sales,Male,22,Engineer,0,High School,1,6600,46,43,23,10,75,14,37,1,4.96,TRUE
Marketing,Male,43,Analyst,7,Bachelor,3,5200,42,34,19,14,75,3,48,2,2.03,FALSE
Engineering,Female,36,Technician,8,Bachelor,1,3850,56,30,9,2,0,3,70,1,4.1,FALSE
Finance,Male,57,Developer,2,High School,2,6000,31,49,20,9,75,5,55,2,4.74,FALSE
Operations,Female,55,Technician,5,Bachelor,3,4550,47,25,17,4,100,13,12,1,3.46,FALSE
HR,Male,42,Consultant,7,High School,1,6050,59,19,19,9,25,8,81,0,1.53,FALSE
Finance,Male,36,Manager,5,Bachelor,4,8400,33,23,10,10,25,9,69,0,1.15,FALSE
Marketing,Female,29,Analyst,6,Bachelor,1,4400,54,27,12,2,50,2,17,0,1.95,FALSE
HR,Male,51,Consultant,3,Bachelor,4,7700,44,45,0,7,0,14,42,0,2.87,FALSE
Engineering,Male,48,Analyst,4,PhD,5,6000,30,27,16,4,25,9,37,0,3.67,FALSE
